id	category	gms_name	kms_name	icon
1073571	Shoes	Gloomy Steps		1073571.png
1073572	Shoes	Lonely Steps		1073572.png
1073573	Shoes	Holy Steps		1073573.png
1073574	Shoes	Noble Steps		1073574.png
1073575	Shoes	True Footsteps		1073575.png
1073576	Shoes	Truthful Footsteps		1073576.png
1073577	Shoes	Spirit Steps		1073577.png
1073578	Shoes	Sunflower Floral Shoes	해바라기 꽃신	1073578.png
1073579	Shoes	Peach Shoes	복숭아 신발	1073579.png
1073586	Shoes	Daydream Shoes	백일몽 구두	1073586.png
1073587	Shoes	Chu Chu Hamburger Shoes	추추 햄버거 신발	1073587.png
1073588	Shoes	Fighting Shoes	파이팅 신발	1073588.png
1073589	Shoes	Black Rose Walker Boots		1073589.png
1073590	Shoes	Black Rose Boots		1073590.png
1073591	Shoes	Soft Steps		1073591.png
1073592	Shoes	Smooth Steps		1073592.png
1073593	Shoes	Immortal Walk	불멸의 걸음	1073593.png
1073594	Shoes	Survivor Military Boots	서바이버 워커	1073594.png
1073595	Shoes	Birthday Socks	생일날 양말	1073595.png
1073597	Shoes	Brave Warrior's Steps		1073597.png
1073598	Shoes	Loyal Warrior's Steps		1073598.png
1073599	Shoes	Nature's Steps		1073599.png
1073600	Shoes	Forest's Steps		1073600.png
1073601	Shoes	Rock Spirit Boots	돌의 정령 장화	1073601.png
1073602	Shoes	Toy Roller Skates	토이 롤러	1073602.png
1073603	Shoes	Welcome Guest	반가운 손님	1073603.png
1073604	Shoes	Night Sky Lake	밤하늘 호수	1073604.png
1073605	Shoes	Mysterious Walk	신비한 걸음	1073605.png
1073606	Shoes	Light Step	가벼운 스텝	1073606.png
1073607	Shoes	Teddy Bear Ribbon Socks	곰곰 리본 양말	1073607.png
1073609	Shoes	Idol Heels		1073609.png
1073610	Shoes	Starglimmer Shoes	별빛 신발	1073610.png
1073611	Shoes	White Squirrel Paws	뽀송 다람	1073611.png
1073612	Shoes	Pink Squirrel Paws	달송 다람	1073612.png
1073613	Shoes	Crimson Hush Boots	붉은 고요 구두	1073613.png
1073614	Shoes	Brown Sneakers	브라운 스니커즈	1073614.png
1073615	Shoes	Solar Steps		1073615.png
1073617	Shoes	White Flag Cuffs	마레를 이끄는 구조 신호	1073617.png
1073618	Shoes	Victorian Knee Socks	빅토리안 니삭스	1073618.png
1073619	Shoes	Mini Slipper-Stealing Rabbit		1073619.png
1073620	Shoes	Sky Blue Heart Shoes		1073620.png
1073621	Shoes	Pink Heart Shoes		1073621.png
1073622	Shoes	Moo Mary Janes		1073622.png
1073623	Shoes	Golden Steps		1073623.png
1073624	Shoes	Golden Trace		1073624.png
1073625	Shoes	Exciting Adventure Road		1073625.png
1073626	Shoes	Refreshing Adventure Road		1073626.png
1073627	Shoes	Road of Exploration		1073627.png
1073628	Shoes	Road of Adventure		1073628.png
1073634	Shoes	Bead Fairy Shoes	구슬 요정 신발	1073634.png
1073635	Shoes	Bear Ears Socks	곰도리 귀 양말	1073635.png
1073636	Shoes	Hunter's Boots	헌터 워커	1073636.png
1073637	Shoes	Painter's Kicks	화가 ! 난다	1073637.png
1073638	Shoes	Aurora Kitty Shoes	오로라냥 신발	1073638.png
1073639	Shoes	Hopping Thumping	깡총 콩콩	1073639.png
1073640	Shoes	Fryer Shoes	튀김술사 구두	1073640.png
1073642	Shoes	Chick School Arts Festival Shoes	병아리 학예회 구두	1073642.png
1073643	Shoes	Blue Bubble Bunny Rain Shoes		1073643.png
1073644	Shoes	Pink Bubble Bunny Rain Shoes		1073644.png
1073645	Shoes	Black Sheep Sleep Socks		1073645.png
1073646	Shoes	White Sheep Sleep Socks		1073646.png
1073647	Shoes	Binding Knot	속박의 매듭	1073647.png
1073648	Shoes	Flower Embrace	꽃의 포옹	1073648.png
1073649	Shoes	Magnificent Galaxy Road		1073649.png
1073650	Shoes	Flower Sparkle Anklet		1073650.png
1073656	Shoes	Pound Sneakers	콩닥 운동화	1073656.png
1073657	Shoes	Pitter-Pat Sneakers	두근 운동화	1073657.png
1073658	Shoes	Fantasy Shoes		1073658.png
1073659	Shoes	Enchanting Shoes		1073659.png
1073660	Shoes	White Chocolate Hiking Shoes	화이트 피크닉 워커	1073660.png
1073661	Shoes	Chocolate Hiking Shoes	초콜릿 피크닉 워커	1073661.png
1073662	Shoes	Knight of the Sun and Moon Shoes	해와 달의 기사단화	1073662.png
1073663	Shoes	Knight of Wind Shoes	바람의 기사단화	1073663.png
1073664	Shoes	Knight of Fire Shoes	불의 기사단화	1073664.png
1073665	Shoes	Knight of Darkness Shoes	어둠의 기사단화	1073665.png
1073666	Shoes	Knight of Lightning Shoes	번개의 기사단화	1073666.png
1073667	Shoes	Knight of Light Shoes	빛의 기사단화	1073667.png
1073668	Shoes	Beach Party Slippers	해변의 파티 슬리퍼	1073668.png
1073669	Shoes	Popping Beaded Anklet	파핑 구슬발찌	1073669.png
1073670	Shoes	A Passing Darkness	지나간 어둠	1073670.png
1073673	Shoes	Alliance Commander Shoes	연합 사령관 슈즈	1073673.png
1073674	Shoes	Summer Sky Shoes	여름 하늘 슈즈	1073674.png
1073675	Shoes	Sporty High-Top Sneakers	스포티 하이탑 스니커즈	1073675.png
1073677	Shoes	Sandy Beach Shoes	모래사장 구두	1073677.png
1073678	Shoes	Heart Socks	하트 양말	1073678.png
1073679	Shoes	Modern Dandy Black Shoes		1073679.png
1073680	Shoes	Elegant Black Shoes		1073680.png
1073681	Shoes	Cyber Pop Star Sneakers		1073681.png
1073682	Shoes	Cyber Pop Star Shoes		1073682.png
1073683	Shoes	Candy Typing Shoes	캔디 타이핑 슈즈	1073683.png
1073684	Shoes	Star Winkle	스타 윙클	1073684.png
1073685	Shoes	Winged Pony Boots	포니 윙 슈즈	1073685.png
1073686	Shoes	Glowy Leather Shoes	초롱 당혜	1073686.png
1073687	Shoes	Black Forte Boots	블랙 포르테	1073687.png
1073688	Shoes	Starlit Walk	별빛 걸음	1073688.png
1073689	Shoes	Solution Socks	해답의 조각	1073689.png
1073690	Shoes	Midnight Twinkle Sneakers	미드나잇 트윙클 스니커즈	1073690.png
1073691	Shoes	진 천사 수면양말	진 천사 수면양말	1073691.png
1073692	Shoes	진 악마 수면양말	진 악마 수면양말	1073692.png
1073694	Shoes	Mysterious Magic Anklet		1073694.png
1073695	Shoes	Mysterious Magic Ribbon Anklet		1073695.png
1073696	Shoes	White Dress Shoes		1073696.png
1073697	Shoes	Fancy Black Shoes		1073697.png
1073698	Shoes	This Cast	이쪽 깁스	1073698.png
1073699	Shoes	That Cast	저쪽 깁스	1073699.png
1073700	Shoes	Little Soldier's Surefooted Steps		1073700.png
1073701	Shoes	Light Footsteps on the Snow		1073701.png
1073702	Shoes	Noble Maple Shoes	메이플 노블 슈즈	1073702.png
1073704	Shoes	Sweet Warm Boots	달콤 따끈부츠	1073704.png
1073705	Shoes	Fresh Warm Boots	상콤 따끈부츠	1073705.png
1073706	Shoes	Meow Candy Shoes	야옹 사탕 신발	1073706.png
1073707	Shoes	Star Winkle	스타 윙클	1073707.png
1073708	Shoes	Winged Pony Boots	포니 윙 슈즈	1073708.png
1073709	Shoes	Glowy Leather Shoes	초롱 당혜	1073709.png
1073710	Shoes	Black Forte Boots	블랙 포르테	1073710.png
1073711	Shoes	Hot Engraved Flame		1073711.png
1073712	Shoes	Dark Bunny Boots		1073712.png
1073713	Shoes	Cygnus Sandals		1073713.png
1073714	Shoes	Jump Landing	폴짝 착륙	1073714.png
1073715	Shoes	Winter Fox Steps	겨울여우 발자국	1073715.png
1073716	Shoes	Maple Soccer Competition Boots	메이플 사커 컴페티션 부츠	1073716.png
1073718	Shoes	Reindeer Red Boots	루돌프 레드 부츠	1073718.png
1073719	Shoes	Reindeer Green Boots	루돌프 그린 부츠	1073719.png
1073720	Shoes	[BLACKPINK] PINK Roller Skates	[BLACKPINK] 핑크 롤러	1073720.png
1073721	Shoes	Banana Peel Shoes	바나나 껍질 신발	1073721.png
1073722	Shoes	Dessert Slipper	디저트 슬리퍼	1073722.png
1073723	Shoes	Porong Star Socks	포롱 별양말	1073723.png
1073724	Shoes	Porong Moon Socks	포롱 달양말	1073724.png
1073725	Shoes	Sheep Shoes		1073725.png
1073726	Shoes	Wolf Shoes		1073726.png
1073729	Shoes	Roar Steps	크앙 발자국	1073729.png
1073730	Shoes	One Step In The Sky Road		1073730.png
1073731	Shoes	One Step On The Cloud Road		1073731.png
1073732	Shoes	Tail Bell Sneakers		1073732.png
1073733	Shoes	Tail Bell Kneesock Shoes		1073733.png
1073734	Shoes	Ypsilon Zealot Shoes	앱실론 친위대 신발	1073734.png
1073735	Shoes	Peekaboo Candy		1073735.png
1073736	Shoes	Country Pointed Toe Shoes		1073736.png
1073737	Shoes	Dancing Ice	댄싱 아이스	1073737.png
1073738	Shoes	Mint Chocolate Shoes	민트초코 신발	1073738.png
1073739	Shoes	Funky Cat Boots		1073739.png
1073740	Shoes	Elite Knight Boots	정예 기사단 장화	1073740.png
1073741	Shoes	Sparkling Luna Shoes		1073741.png
1073742	Shoes	Afternoon Stroll	오후 산책	1073742.png
1073743	Shoes	Apricot Footsteps		1073743.png
1073744	Shoes	Soft Soufflé	폭신 수플레	1073744.png
1073745	Shoes	Lonely Walk	고독한 걸음	1073745.png
1073751	Shoes	Meow Sneakers	냥냥 스니커즈	1073751.png
1073752	Shoes	Striped Shoes	줄무늬 운동화	1073752.png
1073753	Shoes	Soft Cotton Candy	폭신 솜사탕	1073753.png
1073754	Shoes	Mayple Shoes	메이프릴 슈즈	1073754.png
1073755	Shoes	Sports Day Victory Shoes	운동회 우승팀 신발	1073755.png
1073756	Shoes	Kaiser's Shoes	카이저의 신발	1073756.png
1073757	Shoes	Last Dance Shoes		1073757.png
1073758	Shoes	Starlight Flow		1073758.png
1073760	Shoes	Hideout Shoes	아지트 구두	1073760.png
1073761	Shoes	Spirit Steps	정령의 발걸음	1073761.png
1073762	Shoes	Snail Sneakers	스네일 스니커즈	1073762.png
1073763	Shoes	Spring Camping Boots	봄날의 캠핑 부츠	1073763.png
1073766	Shoes	Good Night Blue Slippers	굿나잇 블루 실내화	1073766.png
1073767	Shoes	Good Night Purple Slippers	굿나잇 퍼플 실내화	1073767.png
1073768	Shoes	Black Anklet	블랙 앵클릿	1073768.png
1073769	Shoes	Purple Illusion Shoes		1073769.png
1073770	Shoes	Sky Boots	천공의 부츠	1073770.png
1073771	Shoes	Light Steps	가벼운 발걸음	1073771.png
1073773	Shoes	Imminent Danger Shoes		1073773.png
1073774	Shoes	Angry Steps		1073774.png
1073775	Shoes	Depressed Steps		1073775.png
1073776	Shoes	Jett Shoes		1073776.png
1073777	Shoes	Small Sea Otter Slippers	작은 해달 슬리퍼	1073777.png
1073780	Shoes	Lovable Steps	러버블 스텝	1073780.png
1073781	Shoes	Walk in the Forest	숲 속을 걸어요	1073781.png
1073782	Shoes	CAPOO Ranger Shoes		1073782.png
1073784	Shoes	Magica in the Autumn Forest Shoes		1073784.png
1073785	Shoes	Abyssal Shrine Boots		1073785.png
1073786	Shoes	Black Sandals	깜이 샌들	1073786.png
1073787	Shoes	Midsummer Night Shoes	한여름밤 소식	1073787.png
1073788	Shoes	Aqua Shoes		1073788.png
1073789	Shoes	Megumin Shoes		1073789.png
1073790	Shoes	Darkness Shoes		1073790.png
1073791	Shoes	Yunyun Shoes		1073791.png
1073792	Shoes	Sweet Brown Shoes	가을빛 신발	1073792.png
1073793	Shoes	엘 클리어 슈즈	엘 클리어 슈즈	1073793.png
1073794	Shoes	엘 페일 슈즈	엘 페일 슈즈	1073794.png
1073795	Shoes	Concert Lineup	콘서트 라인업	1073795.png
1073796	Shoes	Desolate Ruins	적막한 유적	1073796.png
1073799	Shoes	Snowy Black Boots		1073799.png
1073800	Shoes	Blue Bubble Slippers	블루 버블 슬리퍼	1073800.png
1073801	Shoes	Pink Bubble Slippers	핑크 버블 슬리퍼	1073801.png
1073802	Shoes	Comfy Bear Soles	포근 곰 발바닥	1073802.png
1073804	Shoes	Magic Frilled Socks	매직 프릴 양말	1073804.png
1073805	Shoes	Spirit Steps		1073805.png
1073806	Shoes	Magic School White Boots	마법학교 화이트 워커	1073806.png
1073807	Shoes	Royal Mystic Shoes	로얄 미스틱 슈즈	1073807.png
1073808	Shoes	Ghost Dress-up Shoes	유령 분장 신발	1073808.png
1073809	Shoes	Candy Magician Shoes	캔디 마법사의 구두	1073809.png
1073810	Shoes	Memory Flow	기억의 흐름	1073810.png
1073811	Shoes	Barista Shoes	바리스타 신발	1073811.png
1073812	Shoes	Autumn Path	가을길	1073812.png
1073813	Shoes	Gloomy Shadow	스산한 그림자	1073813.png
1073814	Shoes	Blue Dragon's Echo		1073814.png
1073815	Shoes	Creepy Shoes	크리피 슈즈	1073815.png
1073816	Shoes	Explorer Hero Boots	모험가 히어로 부츠	1073816.png
1073817	Shoes	Explorer Paladin Boots	모험가 팔라딘 부츠	1073817.png
1073818	Shoes	Explorer Dark Knight Boots	모험가 다크나이트 부츠	1073818.png
1073819	Shoes	Explorer Bow Master Boots	모험가 보우마스터 부츠	1073819.png
1073820	Shoes	Explorer Marksman Boots	모험가 신궁 부츠	1073820.png
1073821	Shoes	Explorer Night Lord Boots	모험가 나이트로드 부츠	1073821.png
1073822	Shoes	Explorer Dual Blade Boots	모험가 듀얼블레이드 부츠	1073822.png
1073823	Shoes	Explorer Shadower Boots	모험가 섀도어 부츠	1073823.png
1073824	Shoes	Explorer Cannoneer Boots	모험가 캐논슈터 부츠	1073824.png
1073825	Shoes	Explorer Buccaneer Boots	모험가 바이퍼 부츠	1073825.png
1073826	Shoes	Blue Dragon's Roar		1073826.png
1073827	Shoes	Prickly Slip-ons	뾰족! 가시밭길	1073827.png
1073831	Shoes	Confectioner's Ribbon Shoes		1073831.png
1073832	Shoes	Confectioner's White Shoes		1073832.png
1073833	Shoes	Dragon Slippers (Green)		1073833.png
1073834	Shoes	Dragon Slippers (Red)		1073834.png
1073835	Shoes	Fresh Toddle Shoes		1073835.png
1073836	Shoes	Pure White Vow Shoes		1073836.png
1073837	Shoes	Pure White Promise Shoes		1073837.png
1073838	Shoes	Street Rock Kids Boots		1073838.png
1073844	Shoes	First Contact	퍼스트 컨택	1073844.png
1073845	Shoes	Whoopsie Mismatched Socks	아이쿠! 짝짝이 양말	1073845.png
1073846	Shoes	Explorer Pathfinder Boots	모험가 패스파인더 부츠	1073846.png
1073847	Shoes	Good Night Lotus Slippers	굿나잇 스우 슬리퍼	1073847.png
1073848	Shoes	Good Night Orchid Slippers	굿나잇 오르카 슬리퍼	1073848.png
1073849	Shoes	Purple Fantasy Shoes	보랏빛 환상 구두	1073849.png
1073850	Shoes	Forest Wizard Shoes	숲속의 마법사 신발	1073850.png
1073851	Shoes	Starry Belle Boots	스타 벨 부츠	1073851.png
1073854	Shoes	Grassy-smelling Shoes		1073854.png
1073855	Shoes	Steps Towards Hope	소망을 향한 걸음	1073855.png
1073856	Shoes	Scout Member Brown Boots		1073856.png
1073857	Shoes	Scout Member Purple Boots		1073857.png
1073858	Shoes	Dusk Arcana Shoes		1073858.png
1073859	Shoes	Dawn Arcana Shoes		1073859.png
1073860	Shoes	Bumper Car Shoes	팡팡 범퍼카 슈즈	1073860.png
1073861	Shoes	Dreaming Caterpillar Boots	꿈꾸는 애벌레 장화	1073861.png
1073863	Shoes	Spring Spreading Shoes		1073863.png
1073864	Shoes	Spring Guard Shoes		1073864.png
1073865	Shoes	Tea Time Baby Red Shoes		1073865.png
1073866	Shoes	Tea Time Baby Blue Shoes		1073866.png
1073867	Shoes	Banana Raincoat Shoes		1073867.png
1073868	Shoes	Festival Protective Mask Shoes	축제 방독면 구두	1073868.png
1073869	Shoes	Party Promise	파티 프로미스	1073869.png
1073870	Shoes	Invincible Guardian Soldier Dress Shoes	무적의 수호대원 구두	1073870.png
1073871	Shoes	Green Field Shoes		1073871.png
1073872	Shoes	Green Grassland Shoes		1073872.png
1073873	Shoes	Grace of the Forest Spirit		1073873.png
1073874	Shoes	Passionate Leader Shoes		1073874.png
1073875	Shoes	Sunshine Picnic Shoes	선샤인 피크닉 슈즈	1073875.png
1073876	Shoes	Flow of Knowledge	지식의 흐름	1073876.png
1073877	Shoes	Big Finishers	글로리 피날레	1073877.png
1073878	Shoes	Neon Green Boots	네온 그린 워커부츠	1073878.png
1073879	Shoes	Royal Resolve		1073879.png
1073880	Shoes	Beautiful Harmony		1073880.png
1073881	Shoes	That Night's Memories		1073881.png
1073882	Shoes	Denim Super Idol Shoes		1073882.png
1073883	Shoes	Denim Power Idol Shoes		1073883.png
1073884	Shoes	Trail of Darkness	어둠의 행적	1073884.png
1073885	Shoes	Hop Hop Dress Shoes	깡충깡충 구두	1073885.png
1073886	Shoes	Jump Jump Dress Shoes	폴짝폴짝 구두	1073886.png
1073887	Shoes	Sealed Memory	봉인된 기억	1073887.png
1073888	Shoes	Jump Sneakers	폴짝 운동화	1073888.png
1073889	Shoes	Black Wolf Yevgnen Boots	검은 늑대 예프넨 부츠	1073889.png
1073890	Shoes	Diz Shoes	디지니 신발	1073890.png
1073891	Shoes	Uni Shoes	우니 신발	1073891.png
1073892	Shoes	Victoria Cup Team Warrior Shoes	빅토리아컵 전사팀 운동화	1073892.png
1073893	Shoes	Victoria Cup Team Magician Shoes	빅토리아컵 마법사팀 운동화	1073893.png
1073894	Shoes	Victoria Cup Team Bowman Shoes	빅토리아컵 궁수팀 운동화	1073894.png
1073895	Shoes	Victoria Cup Team Thief Shoes	빅토리아컵 도적팀 운동화	1073895.png
1073896	Shoes	Victoria Cup Team Pirate Shoes	빅토리아컵 해적팀 운동화	1073896.png
1073898	Shoes	Dangle Dangle Flower Petals	하롱하롱 꽃받침	1073898.png
1073899	Shoes	Sway Sway Flower Petals	살랑살랑 꽃받침	1073899.png
1073900	Shoes	Plush Purple Slippers	폭신 퍼플 슬리퍼	1073900.png
1073901	Shoes	Plush Pink Slippers	폭신 핑크 슬리퍼	1073901.png
1073902	Shoes	Timeline Fantasy		1073902.png
1073903	Shoes	Future Captain Shoes		1073903.png
1073904	Shoes	Emergency Coast Guard Shoes		1073904.png
1073905	Shoes	Timeline Reality		1073905.png
1073906	Shoes	Chief Knight Mihile's Sabatons	기사단장 미하일 부츠	1073906.png
1073907	Shoes	Chief Knight Oz's Slippers	기사단장 오즈 부츠	1073907.png
1073909	Shoes	Chief Knight Eckhart's Bandit Boots	기사단장 이카르트 부츠	1073909.png
1073910	Shoes	Chief Knight Hawkeye's Sea Boots	기사단장 호크아이 부츠	1073910.png
1073911	Shoes	Tactician Neinheart's Loafers	책사 나인하트 슈즈	1073911.png
1073912	Shoes	Empress Cygnus's Slippers	여제 시그너스 슈즈	1073912.png
1073913	Shoes	Aran's Hero Boots	영웅 아란 부츠	1073913.png
1073914	Shoes	Shade's Hero Boots	영웅 은월 부츠	1073914.png
1073915	Shoes	Evan's Hero Boots	영웅 에반 부츠	1073915.png
1073916	Shoes	Luminous's Hero Boots	영웅 루미너스 부츠	1073916.png
1073917	Shoes	Phantom's Hero Boots	영웅 팬텀 부츠	1073917.png
1073918	Shoes	Future Captain Boots		1073918.png
1073924	Shoes	Maple Boys Boots - Dr. Lim Edition		1073924.png
1073925	Shoes	Maple Boys Boots - Inkwell Edition		1073925.png
1073926	Shoes	Maple Punk Shoes - Dr. Lim Edition		1073926.png
1073927	Shoes	Maple Punk Shoes - Inkwell Edition		1073927.png
1073928	Shoes	Bunbun Slippers		1073928.png
1073929	Shoes	Vague Dreams		1073929.png
1073930	Shoes	Faint Dreams		1073930.png
1073931	Shoes	Sky Blue Shoes		1073931.png
1073932	Shoes	Record Skylark Shoes	기록의 종달새 구두	1073932.png
1073938	Shoes	Plush Bunny Soles	폭신 토끼 발바닥	1073938.png
1073943	Shoes	Hiking Shoes	하이킹 페어	1073943.png
1073944	Shoes	Hiking Enthusiast Shoes	하이킹 버디	1073944.png
1073945	Shoes	Green Summer Sandals	서머 그린 샌들	1073945.png
1073946	Shoes	Coral Summer Sandals	서머 코랄 샌들	1073946.png
1073950	Shoes	Magic Show Secret	매지컬 시크릿	1073950.png
1073951	Shoes	Icy Paper Doll Shoes	아이스 페이퍼돌 슈즈	1073951.png
1073952	Shoes	Rosy Paper Doll Shoes	로즈 페이퍼돌 슈즈	1073952.png
1073953	Shoes	Honored Majesty	아너 마제스티	1073953.png
1073954	Shoes	Honored Majesty	아너 마제스티	1073954.png
1073955	Shoes	Pandamann Shoes		1073955.png
1073956	Shoes	Sky Jersey Maid Sneakers		1073956.png
1073957	Shoes	Black Jersey Maid Sneakers		1073957.png
1073958	Shoes	Spooky Black Raccoon Shoes		1073958.png
1073959	Shoes	Spooky White Raccoon Shoes		1073959.png
1073960	Shoes	Hallowed Majesty	할로우 마제스티	1073960.png
1073961	Shoes	Hallowed Majesty	할로우 마제스티	1073961.png
1073962	Shoes	Tanjiro's Zori	탄지로의 신발	1073962.png
1073963	Shoes	Nezuko's Zori	네즈코의 신발	1073963.png
1073964	Shoes	Zenitsu's Zori	젠이츠의 신발	1073964.png
1073965	Shoes	Inosuke's Zori	이노스케의 신발	1073965.png
1073966	Shoes	Shinobu's Zori	시노부의 신발	1073966.png
1073967	Shoes	Giyu's Zori	기유의 신발	1073967.png
1073968	Shoes	Kanao's Boots	카나오의 신발	1073968.png
1073969	Shoes	Kyojuro's Zori	쿄쥬로의 신발	1073969.png
1073970	Shoes	Tengen's Zori	텐겐의 신발	1073970.png
1073971	Shoes	Muzan's Shoes	무잔의 신발	1073971.png
1073972	Shoes	Emerald Glow	에메랄드 글로우	1073972.png
1073973	Shoes	Halloween Pajama Shoes		1073973.png
1073974	Shoes	Tirnog Engineer Boots	티르노그 엔지니어 부츠	1073974.png
1073983	Shoes	Young Master's Welcome Shoes		1073983.png
1073984	Shoes	Young Lady's Welcome Shoes		1073984.png
1073985	Shoes	Intense Flame		1073985.png
1073986	Shoes	Fierce Flame		1073986.png
1073987	Shoes	Fluttering Cutie Shoes		1073987.png
1073988	Shoes	Party Breaker Shoes		1073988.png
1073989	Shoes	Cozy Shoes		1073989.png
1073990	Shoes	Crab On The Way	꽃게도 갈게	1073990.png
1073993	Shoes	Rolling-Along Explorer Shoes	데구르르 탐사 구두	1073993.png
1073994	Shoes	Chic Black Sneakers	시크 블랙 스니커즈	1073994.png
1073995	Shoes	Chic White Sneakers	시크 화이트 스니커즈	1073995.png
1073998	Shoes	Lovely Shoes		1073998.png
1073999	Shoes	Memory Lane Walkers		1073999.png
1074000	Shoes	Reminiscence Road Walkers		1074000.png
1074001	Shoes	Mushroom Garden Clompers		1074001.png
1074002	Shoes	Weekend Hangout Sneakers		1074002.png
1074003	Shoes	Lapping Waves	첨벙첨벙 물장구	1074003.png
1074004	Shoes	Dave's Diving Fins	데이브 오리발	1074004.png
1074005	Shoes	Bancho's Sushi Chef Shoes	반쵸 스시 주방장 신발	1074005.png
1074006	Shoes	Giant Squid's Tentacles	대왕 오징어 다리	1074006.png
1074008	Shoes	Dave's Casual Shoes	데이브의 신발	1074008.png
1074009	Shoes	Bancho's Hotel Chef Shoes	반쵸 호텔 요리사 신발	1074009.png
1074010	Shoes	Cobra's Hawaiian Shoes	코브라 하와이안 구두	1074010.png
1074011	Shoes	Dreamland Socks	꿈나라 양말	1074011.png
1074012	Shoes	Starland Socks	별나라 양말	1074012.png
1074013	Shoes	Rambunctious Tailor Socks	우당탕탕 재단사 양말	1074013.png
1074014	Shoes	Glacial Icewalkers		1074014.png
1074015	Shoes	Glacial Snowdancers		1074015.png
1074016	Shoes	Maplemas Spirit Blasters		1074016.png
1074017	Shoes	Maplemas Spirit Tappers		1074017.png
1074018	Shoes	Express Mail Shoes		1074018.png
1074019	Shoes	Too Cool to Be Cold Shoes		1074019.png
1074020	Shoes	Dimensional Guardian Boots	차원의 수호자 부츠	1074020.png
1074028	Shoes	Snake God Courage		1074028.png
1074029	Shoes	Snake God Wisdom		1074029.png
1074030	Shoes	Snuggly Teddy Cozy Boots		1074030.png
1074031	Shoes	Snuggly Teddy Pastel Boots		1074031.png
1074032	Shoes	Dimensional Defender Shoes		1074032.png
1074033	Shoes	Dimensional Fighter Shoes		1074033.png
1074034	Shoes	Hot Baker Shoes		1074034.png
1074035	Shoes	Morning Squeakers	모닝 찍찍	1074035.png
1074036	Shoes	Inspector Shoes		1074036.png
1074037	Shoes	Magnus's Boots	매그너스 슈즈	1074037.png
1074038	Shoes	Arkarium's Shoes	아카이럼 슈즈	1074038.png
1074039	Shoes	Dark Cygnus's Shoes	다크 시그너스 슈즈	1074039.png
1074040	Shoes	Dark Cygnus Anklet	다크 시그너스 링	1074040.png
1074041	Shoes	Damien's Shoes	데미안 슈즈	1074041.png
1074042	Shoes	Will's Shoes	윌 슈즈	1074042.png
1074043	Shoes	Verus Hilla's Shoes	진 힐라 슈즈	1074043.png
1074044	Shoes	Verus Hilla High Boots	진 힐라 롱 부츠	1074044.png
1074045	Shoes	Darknell's Greaves	듄켈 슈즈	1074045.png
1074046	Shoes	Corrupted Steps	잠식된 발걸음	1074046.png
1074047	Shoes	Seren's Greaves	세렌 슈즈	1074047.png
1074048	Shoes	Kaling's Silk Shoes	카링 비단신	1074048.png
1074049	Shoes	Bigfoot Feet	빅풋 슈즈	1074049.png
1074050	Shoes	Limbo's Shoes	림보 슈즈	1074050.png
1074051	Shoes	Sealed Memories		1074051.png
1074054	Shoes	White Puppy Toddle		1074054.png
1074055	Shoes	White Puppy Wiggle		1074055.png
1074056	Shoes	May Bell Fairy Shoes		1074056.png
1074057	Shoes	Small Brown Raccoon Shoes		1074057.png
1074058	Shoes	Small Gray Raccoon Shoes		1074058.png
1074059	Shoes	Love and Steampunk Boots		1074059.png
1074062	Shoes	First Steps Follower	난생 첫걸음	1074062.png
1074063	Shoes	Snow Sweets Shoes	스노우 쿠키 부츠	1074063.png
1074064	Shoes	Shadow Play Shoes	그림자 연극 구두	1074064.png
1074065	Shoes	Morning Star Shoes	새벽별 연회 구두	1074065.png
1074066	Shoes	Butterfly Wingshoes	버터플라이 왈츠	1074066.png
1074067	Shoes	Persistent Honey Bee Shoes		1074067.png
1074068	Shoes	Busy Honey Bee Shoes		1074068.png
1074069	Shoes	Warm Spring Shoes		1074069.png
1074070	Shoes	Cozy Spring Shoes		1074070.png
1074071	Shoes	Sweet Pancake Shoes		1074071.png
1074072	Shoes	Lovely Pancake Shoes		1074072.png
1074073	Shoes	Dapper in Denim Shoes		1074073.png
1074074	Shoes	Dazzling in Denim Shoes		1074074.png
1074075	Shoes	Easter Chiffon Shoes (Black)		1074075.png
1074076	Shoes	Easter Chiffon Shoes (White)		1074076.png
1074077	Shoes	Yolk Shoes	짤랑 달걀 운동화	1074077.png
1074078	Shoes	Particular Loafers	깐깐한 구두	1074078.png
1074079	Shoes	Rhinne's Sandals	륀느 샌들	1074079.png
1074080	Shoes	Luska's Boots	루스카 부츠	1074080.png
1074081	Shoes	Way Homes	귀향길	1074081.png
1074082	Shoes	Xula's Shoes	술라 당혜	1074082.png
1074083	Shoes	Treecat's Boots	트리캣 장화	1074083.png
1074084	Shoes	Reticent Steps	과묵한 발걸음	1074084.png
1074085	Shoes	Snake Acolyte Shoes		1074085.png
1074086	Shoes	Snake Shamaness Shoes		1074086.png
1074089	Shoes	Particular Shoes	깐깐한 신발	1074089.png
1074092	Shoes	Heat Haze	모락모락	1074092.png
1074093	Shoes	Roo-D's Shoes	루티 슈즈	1074093.png
1074094	Shoes	Maolang's Ankle Wrap	묘랑 날개 발찌	1074094.png
1074095	Shoes	Moonbeam's Silk Shoes	랑이 비단신	1074095.png
1074096	Shoes	Sino's Paws	시노 여우발	1074096.png
1074097	Shoes	Flame Shoes	불타는 걸음	1074097.png
1074098	Shoes	Court Passion Sneakers		1074098.png
